,model_17
0,0.06666667014360428
1,0.11666666716337204
2,0.17777778208255768
3,0.20000000298023224
4,0.25333333015441895
5,0.25555557012557983
6,0.2666666805744171
7,0.26249998807907104
8,0.28148147463798523
9,0.2866666615009308
10,0.28484848141670227
11,0.3055555522441864
12,0.2974359095096588
13,0.30000001192092896
14,0.30222222208976746
15,0.3083333373069763
16,0.31960785388946533
17,0.3166666626930237
18,0.3245614171028137
19,0.3266666531562805
20,0.32698413729667664
21,0.33181819319725037
22,0.34057971835136414
23,0.3472222089767456
24,0.35733333230018616
25,0.3679487109184265
26,0.3728395104408264
27,0.38452380895614624
28,0.4000000059604645
29,0.41333332657814026
30,0.42043009400367737
31,0.42916667461395264
32,0.4404040277004242
33,0.45098039507865906
34,0.46000000834465027
35,0.46574074029922485
36,0.476576566696167
37,0.48508772253990173
38,0.4948717951774597
39,0.5008333325386047
40,0.5065040588378906
41,0.5158730149269104
42,0.5240309834480286
43,0.5310605764389038
44,0.5392592549324036
45,0.54347825050354
46,0.5489361882209778
47,0.5527777671813965
48,0.5585033893585205
49,0.5653333067893982
50,0.5718954205513
51,0.5762820243835449
52,0.5811320543289185
53,0.5858024954795837
54,0.5896969437599182
55,0.5934523940086365
56,0.5982456207275391
57,0.6028735637664795
58,0.6067796349525452
59,0.6127777695655823
60,0.616939902305603
61,0.6220430135726929
62,0.6269841194152832
63,0.6307291388511658
64,0.6338461637496948
65,0.6358585953712463
66,0.6383084654808044
67,0.6426470875740051
68,0.646859884262085
69,0.6485714316368103
70,0.6516432166099548
71,0.654629647731781
72,0.6579908728599548
73,0.662162184715271
74,0.6657778024673462
75,0.667543888092041
76,0.670562744140625
77,0.6739315986633301
78,0.6763713359832764
79,0.6787499785423279
80,0.6814814805984497
81,0.6829268336296082
82,0.6859437823295593
83,0.6888889074325562
84,0.6917647123336792
85,0.6941860318183899
86,0.6965517401695251
87,0.6992424130439758
88,0.7018726468086243
89,0.7044444680213928
90,0.7076923251152039
91,0.709782600402832
92,0.7121863961219788
93,0.7134751677513123
94,0.714736819267273
95,0.7173610925674438
96,0.7178694009780884
97,0.7197278738021851
98,0.7218855023384094
99,0.7246666550636292
100,0.7264026403427124
101,0.7290849685668945
102,0.731067955493927
103,0.7323718070983887
104,0.7346031665802002
105,0.7358490824699402
106,0.7380062341690063
107,0.7388888597488403
108,0.7403669953346252
109,0.7424242496490479
110,0.7441441416740417
111,0.7458333373069763
112,0.7474926114082336
113,0.7488304376602173
114,0.749855101108551
115,0.7508620619773865
116,0.752136766910553
117,0.753389835357666
118,0.7551820874214172
119,0.7569444179534912
120,0.7586776614189148
121,0.7601093053817749
122,0.7615176439285278
123,0.7634408473968506
124,0.7650666832923889
125,0.7666666507720947
126,0.7674540877342224
127,0.768750011920929
128,0.7697674632072449
129,0.7715384364128113
130,0.7725191116333008
131,0.7729797959327698
132,0.7746866941452026
133,0.7758706212043762
134,0.7767901420593262
135,0.7781862616539001
136,0.77834552526474
137,0.7797101736068726
138,0.7808153629302979
139,0.7819047570228577
140,0.7825059294700623
141,0.7833333611488342
142,0.7836830019950867
143,0.7844907641410828
144,0.7857471108436584
145,0.7869862914085388
146,0.7879818677902222
147,0.7885135412216187
148,0.7890380024909973
149,0.7900000214576721
150,0.7909492254257202
151,0.7921052575111389
152,0.7928104400634766
153,0.7939394116401672
154,0.7944086194038391
155,0.7952991724014282
156,0.7963906526565552
157,0.7972573637962341
158,0.7979035377502441
159,0.7987499833106995
160,0.800000011920929
161,0.8012345433235168
162,0.8020449876785278
163,0.802642285823822
164,0.803636372089386
165,0.8048192858695984
166,0.8055888414382935
167,0.8057539463043213
168,0.8069033622741699
169,0.8076470494270325
170,0.8085770010948181
171,0.8083333373069763
172,0.8084778189659119
173,0.809578537940979
174,0.8102856874465942
175,0.8109848499298096
176,0.8120527267456055
177,0.812734067440033
178,0.8132215738296509
179,0.8138889074325562
180,0.8147329688072205
181,0.8155677914619446
182,0.8163934350013733
183,0.8172101378440857
184,0.8178378343582153
185,0.8186379671096802
186,0.8192513585090637
187,0.8198581337928772
188,0.8204585313796997
189,0.821052610874176
190,0.8214659690856934
191,0.8215277791023254
192,0.8221070766448975
193,0.8228522539138794
194,0.8232478499412537
195,0.8234694004058838
196,0.824365496635437
197,0.8247475028038025
198,0.8249581456184387
199,0.8255000114440918
200,0.8262023329734802
201,0.8265676498413086
202,0.8269293904304504
203,0.8276143670082092
204,0.8278048634529114
205,0.828478991985321
206,0.8286634683609009
207,0.8291666507720947
208,0.8296650648117065
209,0.8303174376487732
210,0.830963671207428
211,0.8314465284347534
212,0.8320813775062561
213,0.8325545191764832
214,0.832868218421936
215,0.8333333134651184
216,0.8333333134651184
217,0.8333333134651184
218,0.8333333134651184
219,0.8339393734931946
220,0.8343891501426697
221,0.8342342376708984
222,0.8345291614532471
223,0.8351190686225891
224,0.8354074358940125
225,0.8358407020568848
226,0.8362702131271362
227,0.8366959095001221
228,0.8372634649276733
229,0.8376811742782593
230,0.837518036365509
231,0.8374999761581421
232,0.8379113078117371
233,0.8380342125892639
234,0.8382978439331055
235,0.8384180665016174
236,0.8386779427528381
237,0.8393557667732239
238,0.8394700288772583
239,0.8398610949516296
240,0.8401106595993042
241,0.8402203917503357
242,0.8407407402992249
243,0.8411202430725098
244,0.8416326642036438
245,0.842276394367218
246,0.8427800536155701
247,0.8430107235908508
248,0.8433734774589539
249,0.8434666395187378
250,0.8438246846199036
251,0.8444444537162781
252,0.8444005250930786
253,0.8447506427764893
254,0.8452287316322327
255,0.8455728888511658
256,0.8459144234657288
257,0.8461240530014038
258,0.84646075963974
259,0.8461538553237915
260,0.8462324142456055
261,0.8466920852661133
262,0.8471482992172241
263,0.8476009964942932
264,0.8476729393005371
265,0.847744345664978
266,0.8480648994445801
267,0.8483830690383911
268,0.8486989140510559
269,0.8486419916152954
270,0.8489544987678528
271,0.8495097756385803
272,0.8499389290809631
273,0.8498783707618713
274,0.8501818180084229
275,0.8502415418624878
276,0.8503008484840393
277,0.8507194519042969
278,0.8510155081748962
279,0.8510714173316956
280,0.8512455224990845
281,0.8517730236053467
282,0.8521790504455566
283,0.8525821566581726
284,0.8527485132217407
285,0.8530303239822388
286,0.8534262776374817
287,0.8538194298744202
288,0.8540945649147034
289,0.8542528748512268
290,0.8546391725540161
291,0.8547945022583008
292,0.854835033416748
293,0.8553287982940674
294,0.8554802536964417
295,0.8555180430412292
296,0.8557800054550171
297,0.8562639951705933
298,0.856521725654602
299,0.8567777872085571
300,0.856921374797821
301,0.8572847843170166
302,0.8570957183837891
303,0.8574561476707458
304,0.8577049374580383
305,0.8579520583152771
306,0.8578718900680542
307,0.858116865158081
308,0.8580366969108582
309,0.8583871126174927
310,0.8586280941963196
311,0.8589743375778198
312,0.8593184351921082
313,0.859660267829895
314,0.8600000143051147
315,0.8602320551872253
316,0.8602523803710938
317,0.8604821562767029
318,0.8609195351600647
319,0.8612499833106995
320,0.8615784049034119
321,0.8619047403335571
322,0.862332284450531
323,0.8625514507293701
324,0.862666666507721
325,0.8626789450645447
326,0.8628950119018555
327,0.8631097674369812
328,0.8632218837738037
329,0.8634343147277832
330,0.8637462258338928
331,0.8639557957649231
332,0.8639639616012573
333,0.8640718460083008
334,0.8642786145210266
335,0.8643849492073059
336,0.864589512348175
337,0.8647928833961487
338,0.8651917576789856
339,0.8655882477760315
340,0.8656891584396362
341,0.865886926651001
342,0.8661807775497437
343,0.8662790656089783
344,0.8663768172264099
345,0.8664739727973938
346,0.8667627573013306
347,0.8670498132705688
348,0.8674307465553284
349,0.8676190376281738
350,0.8677113056182861
351,0.8678030371665955
352,0.867988646030426
353,0.8682674169540405
354,0.8685445785522461
355,0.8687266111373901
356,0.8689075708389282
357,0.8691806197166443
358,0.8693593144416809
359,0.8694444298744202
360,0.8697137832641602
361,0.86979740858078
362,0.8701561093330383
363,0.8704212307929993
364,0.8706849217414856
365,0.8708561062812805
366,0.871026337146759
367,0.8713768124580383
368,0.8715447187423706
369,0.8714414238929749
370,0.8716981410980225
371,0.8720430135726929
372,0.8722073435783386
373,0.872459888458252
374,0.8725333213806152
375,0.8728723526000977
376,0.873209536075592
377,0.8731922507286072
378,0.8733509182929993
379,0.8735087513923645
380,0.8737533092498779
381,0.8740837574005127
382,0.8742384910583496
383,0.8745659589767456
384,0.8747186064720154
385,0.8747841119766235
386,0.8747631311416626
387,0.8747422695159912
388,0.8746358156204224
389,0.8748717904090881
390,0.8750213384628296
391,0.8753401637077332
392,0.8754028677940369
393,0.8757191300392151
394,0.8758649826049805
395,0.8760101199150085
396,0.8761544823646545
397,0.8762143850326538
398,0.8761904835700989
399,0.8765000104904175
400,0.8766417503356934
401,0.8767827749252319
402,0.8769230842590332
403,0.8772277235984802
404,0.8775308728218079
405,0.8775861859321594
406,0.8778050541877747
407,0.8779411911964417
408,0.8781580924987793
409,0.8784552812576294
410,0.8786699175834656
411,0.8787216544151306
412,0.8789346218109131
413,0.8791465163230896
414,0.8793574571609497
415,0.8795673251152039
416,0.8798561096191406
417,0.8799840807914734
418,0.8801113963127136
