,model_10
0,0.7476141452789307
1,0.0073108673095703125
2,0.007906913757324219
3,0.008103132247924805
4,0.009482383728027344
5,0.007801055908203125
6,0.00494384765625
7,0.005235910415649414
8,0.004810810089111328
9,0.0049211978912353516
10,0.005038738250732422
11,0.005892038345336914
12,0.004956245422363281
13,0.004991054534912109
14,0.005327939987182617
15,0.005239009857177734
16,0.0053369998931884766
17,0.005519866943359375
18,0.00554203987121582
19,0.0053141117095947266
20,0.005074977874755859
21,0.00604701042175293
22,0.005270957946777344
23,0.004958391189575195
24,0.005408048629760742
25,0.004793882369995117
26,0.0050542354583740234
27,0.005072832107543945
28,0.004827976226806641
29,0.004890918731689453
30,0.0050890445709228516
31,0.00511622428894043
32,0.00487971305847168
33,0.004684925079345703
34,0.004983186721801758
35,0.0053980350494384766
36,0.005115985870361328
37,0.005370140075683594
38,0.005412101745605469
39,0.0051310062408447266
40,0.0046999454498291016
41,0.00513911247253418
42,0.005668163299560547
43,0.005254030227661133
44,0.00521397590637207
45,0.005369663238525391
46,0.005321979522705078
47,0.0050847530364990234
48,0.005097389221191406
49,0.005461215972900391
50,0.00468897819519043
51,0.004873991012573242
52,0.005290985107421875
53,0.005095958709716797
54,0.005372047424316406
55,0.004869937896728516
56,0.006100893020629883
57,0.005244016647338867
58,0.00504612922668457
59,0.004693031311035156
60,0.004908084869384766
61,0.005075931549072266
62,0.0052568912506103516
63,0.005185842514038086
64,0.005305767059326172
65,0.004606962203979492
66,0.005060672760009766
67,0.0051860809326171875
68,0.004921913146972656
69,0.004925966262817383
70,0.004854917526245117
71,0.005232810974121094
72,0.00538325309753418
73,0.004871845245361328
74,0.005284309387207031
75,0.005697011947631836
76,0.005397796630859375
77,0.0050008296966552734
78,0.0054912567138671875
79,0.005377769470214844
80,0.005118370056152344
81,0.0053250789642333984
82,0.005520820617675781
83,0.0052301883697509766
84,0.0050661563873291016
85,0.005493879318237305
86,0.004988193511962891
87,0.005368947982788086
88,0.005053043365478516
89,0.004904747009277344
90,0.0057451725006103516
91,0.00553584098815918
92,0.005579948425292969
93,0.005750179290771484
94,0.005734920501708984
95,0.0055201053619384766
96,0.005822181701660156
97,0.005329132080078125
98,0.005923032760620117
99,0.005674839019775391
100,0.00677490234375
101,0.0062160491943359375
102,0.0054569244384765625
103,0.005688190460205078
104,0.0052831172943115234
105,0.006291866302490234
106,0.0058689117431640625
107,0.006339073181152344
108,0.005925893783569336
109,0.005627870559692383
110,0.005690097808837891
111,0.0052700042724609375
112,0.005234956741333008
113,0.005735874176025391
114,0.005747079849243164
115,0.0054931640625
116,0.005490779876708984
117,0.006398916244506836
118,0.006513118743896484
119,0.005782127380371094
120,0.006089925765991211
121,0.005323171615600586
122,0.00532221794128418
123,0.005750894546508789
124,0.005318880081176758
125,0.005863189697265625
126,0.0052568912506103516
127,0.006223917007446289
128,0.005903005599975586
129,0.005652904510498047
130,0.005921125411987305
131,0.00552821159362793
132,0.00586700439453125
133,0.00569605827331543
134,0.0054759979248046875
135,0.005125761032104492
136,0.005860805511474609
137,0.005134105682373047
138,0.005584001541137695
139,0.0052220821380615234
140,0.0053441524505615234
141,0.0050351619720458984
142,0.006124019622802734
143,0.005594968795776367
144,0.005622148513793945
145,0.0060100555419921875
146,0.005403995513916016
147,0.005926847457885742
148,0.005312919616699219
149,0.005291938781738281
150,0.005333900451660156
151,0.0061266422271728516
152,0.005403280258178711
153,0.005651950836181641
154,0.005593061447143555
155,0.005171775817871094
156,0.005629062652587891
157,0.005143165588378906
158,0.005049705505371094
159,0.005174875259399414
160,0.005526065826416016
161,0.005594015121459961
162,0.005389213562011719
163,0.006718158721923828
164,0.005328178405761719
165,0.0062100887298583984
166,0.005365848541259766
167,0.006181955337524414
168,0.005105257034301758
169,0.005631923675537109
170,0.006392955780029297
